200.23,-165, 31.60
202.03,-232, 31.70
203.58,-244, 32.93
204.10,-472, 28.00
203.38,-553, 25.52
202.79,-493, 26.58
201.93,-493, 25.92
200.80,-589, 22.70
199.13,-527, 22.79
197.77,-383, 25.12
196.40,-350, 24.70
195.91,-207, 27.75
195.76,-104, 30.08
195.51,-156, 28.55
195.56,-156, 28.58
196.17,-127, 29.85
196.43,-164, 29.18
195.98,-285, 25.84
195.77,-179, 28.23
196.38,-168, 29.07
196.92,-200, 28.81
198.00,-200, 29.85
199.79,-114, 33.63
201.21,-244, 31.84
201.26,-405, 28.05
200.86,-296, 30.39
200.25,-401, 27.35
199.76,-427, 26.36
199.26,-427, 26.01
198.74,-364, 27.13
197.72,-470, 23.70
196.65,-390, 24.74
196.08,-256, 27.51
196.26,-287, 26.97
197.02,-242, 28.82
197.77,-238, 29.66
198.51,-238, 30.39
199.04,-387, 27.34
199.27,-332, 28.97
198.95,-389, 27.37
198.13,-476, 24.59
197.42,-371, 26.57
196.67,-397, 25.32
195.91,-397, 24.68
195.27,-433, 23.31
195.16,-332, 25.73
194.95,-398, 24.02
194.33,-467, 21.86
193.55,-372, 23.52
192.61,-412, 21.75
191.70,-402, 21.22
190.84,-402, 20.49
190.41,-274, 23.24
189.92,-351, 20.96
189.75,-364, 20.55
189.96,-317, 21.96
189.94,-450, 18.80
189.93,-448, 18.95
190.01,-448, 19.14
190.05,-418, 20.01
189.71,-507, 17.66
189.25,-462, 18.44
188.80,-433, 18.83
188.27,-517, 16.40
187.76,-469, 17.22
187.24,-480, 16.58
186.62,-480, 16.11
185.83,-584, 12.99
184.82,-535, 13.37
183.89,-528, 12.81
183.05,-585, 10.78
182.54,-510, 12.27
182.00,-531, 11.38
181.55,-531, 11.09
181.02,-597,  9.15
180.59,-559,  9.83
180.04,-611,  8.21
179.14,-670,  6.11
178.02,-595,  7.06
176.69,-640,  4.87
175.32,-656,  3.38
174.19,-656,  2.49
173.23,-594,  3.27
172.17,-646,  1.17
171.25,-664,  0.05
170.51,-604,  0.99
169.62,-683, -1.59
168.65,-727, -3.37
167.60,-727, -4.15
166.43,-657, -3.36
165.10,-732, -6.24
163.90,-710, -6.63
162.84,-656, -6.14
161.63,-729, -8.86
160.53,-724, -9.57
159.54,-677, -9.17
158.41,-677,-10.06
157.16,-765,-13.18
155.89,-741,-13.57
154.64,-704,-13.66
153.27,-788,-16.79
151.97,-741,-16.67
150.74,-707,-16.80
149.56,-707,-17.74
148.39,-802,-20.93
147.22,-736,-20.23
146.00,-751,-21.54
144.49,-859,-25.36
143.25,-763,-23.97
142.01,-765,-24.99
140.29,-1021,-32.56
138.97,-831,-28.91
137.92,-743,-27.55
136.78,-792,-29.62
135.46,-881,-32.79
134.29,-804,-31.79
132.92,-872,-34.51
131.38,-956,-37.73
129.83,-956,-38.91
128.39,-876,-38.07
125.46,-933,-41.97
119.96,-943,-47.19
114.07,-597,-44.24
108.75,-376,-43.92
105.57,-88,-40.05
102.82,168,-36.69
103.06,157,-36.99
104.99,69,-37.52
106.67,-56,-39.14
106.48,-106,-40.67
105.27,-235,-45.05
104.34,-18,-40.80
104.10,325,-32.98
102.97,325,-34.40
103.99,557,-28.22
107.21,767,-20.55
110.07,737,-19.10
113.20,464,-23.20
116.26,280,-25.08
118.79,41,-28.71
120.67,-273,-34.63
122.53,-273,-32.86
122.67,-445,-36.89
122.08,-640,-42.06
120.79,-694,-44.43
118.95,-433,-39.75
118.19,-315,-37.58
117.58,-250,-36.62
117.96,-250,-36.28
119.27,-138,-32.38
120.15,-330,-36.24
119.46,-526,-41.60
116.36,-559,-45.26
111.62,-510,-48.50
107.79,-211,-44.90
104.70,147,-39.33
103.33,147,-40.88
104.39,159,-39.82
105.45,230,-37.35
106.53,277,-35.46
107.73,173,-37.10
109.03,191,-35.67
110.29,176,-35.08
111.64,176,-34.03
112.27,56,-36.55
113.20,101,-34.77
114.23,64,-34.87
114.05,-36,-37.62
112.96,66,-36.35
111.49,91,-37.33
110.00,73,-39.39
109.38,73,-40.17
110.43,215,-35.93
111.17,158,-36.84
112.42,123,-36.71
113.13,202,-34.34
114.63,139,-34.66
116.00,78,-35.02
117.33,78,-33.92
118.41,50,-33.74
119.28,-129,-37.36
119.29,-160,-38.16
118.32,-112,-37.99
116.48,-164,-41.08
115.25,-65,-39.92
114.28,60,-37.95
113.31,60,-39.04
113.07,39,-39.93
113.97,168,-36.14
115.08,193,-34.69
116.20,74,-36.69
116.77,111,-35.42
117.26,70,-36.12
117.56,-186,-42.13
117.75,-22,-38.04
118.43,77,-35.13
118.30,25,-36.66
117.73,-17,-38.35
117.38,137,-35.10
117.64,143,-34.90
117.91,151,-34.64
119.16,151,-33.64
120.20,174,-32.28
120.64,1,-36.21
120.21,-40,-37.73
119.65,7,-37.23
119.24,-36,-38.77
119.20,111,-35.37
119.39,226,-32.60
119.91,226,-32.33
120.69,181,-32.89
122.05,224,-30.75
123.25,188,-30.69
124.23,42,-33.46
124.57,40,-33.30
124.80,-15,-34.52
124.15,-15,-35.24
123.32,-46,-36.88
122.78,86,-34.30
122.82,84,-34.45
123.14,96,-34.01
124.04,206,-30.65
124.94,123,-31.99
125.75,85,-32.28
126.75,85,-31.46
127.76,148,-29.13
128.49,14,-31.80
128.72,-46,-33.13
128.06,-42,-33.73
127.05,-105,-36.28
126.23,-10,-34.82
125.62,-10,-35.50
126.20,149,-31.21
126.73,105,-31.93
127.15,143,-30.76
127.05,86,-32.38
126.70,25,-34.31
126.45,113,-32.54
126.24,137,-32.30
125.71,137,-32.97
124.94,89,-35.01
125.13,203,-32.23
125.20,197,-32.49
125.74,202,-32.03
126.90,278,-29.28
127.82,160,-31.46
128.69,160,-30.78
129.26,96,-31.93
129.46,143,-30.74
129.35,56,-33.08
129.64,108,-31.66
130.30,211,-28.68
130.88,180,-29.05
131.46,183,-28.59
132.17,183,-28.08
132.99,180,-27.53
132.82,72,-30.44
132.43,156,-28.90
131.94,211,-28.20
131.80,166,-29.58
132.51,242,-27.23
133.21,242,-26.75
133.84,205,-27.22
134.15,142,-28.60
134.44,235,-26.23
134.86,219,-26.39
135.06,199,-26.85
135.39,223,-26.12
135.61,170,-27.35
135.78,170,-27.33
135.72,165,-27.65
136.15,222,-26.01
136.38,140,-27.92
136.78,129,-27.93
137.15,164,-26.85
137.36,81,-28.78
137.75,81,-28.50
137.83,78,-28.58
137.81,82,-28.60
137.23,21,-30.70
136.92,146,-28.06
136.98,217,-26.42
137.52,221,-25.97
138.33,354,-22.17
139.05,354,-21.71
140.22,338,-21.19
141.18,258,-22.41
142.49,288,-20.61
143.38,210,-21.81
143.93,119,-23.61
144.01,143,-23.06
144.08,143,-23.10
143.96,102,-24.31
143.98,95,-24.55
144.14,168,-22.73
144.22,108,-24.22
144.56,129,-23.47
145.02,203,-21.36
145.37,147,-22.51
145.53,147,-22.46
146.22,194,-20.78
146.95,239,-19.13
147.80,183,-19.81
148.39,199,-18.99
148.95,174,-19.19
149.49,80,-21.04
150.11,119,-19.58
150.64,119,-19.16
150.83,51,-20.70
150.46,-13,-22.63
150.42,73,-20.63
150.19,49,-21.49
150.31,40,-21.65
150.56,110,-19.77
151.07,110,-19.36
151.52,60,-20.22
151.76,41,-20.50
151.86,65,-19.87
151.79,-3,-21.62
151.10,23,-21.68
150.21,72,-21.39
149.35,87,-21.92
148.55,87,-22.75
148.29,156,-21.40
148.60,202,-20.11
149.11,155,-20.87
149.80,158,-20.23
149.93,147,-20.48
149.96,100,-21.67
149.69,100,-21.99
149.51,250,-18.64
149.79,326,-16.70
150.26,376,-15.23
151.05,473,-12.35
152.22,453,-11.96
153.70,417,-11.66
155.17,417,-10.47
156.73,435, -8.77
158.08,352, -9.70
159.30,322, -9.43
160.53,311, -8.70
161.57,229, -9.83
162.54,231, -8.97
163.46,209, -8.74
164.41,209, -7.94
165.11,119, -9.54
165.93,132, -8.50
166.23,121, -8.55
165.70,78,-10.14
164.87,176, -8.63
164.06,258, -7.53
163.25,258, -8.44
163.12,344, -6.63
163.98,500, -2.24
165.56,505, -0.86
167.04,479, -0.31
168.51,487,  1.05
169.93,436,  0.94
171.36,447,  2.36
172.63,447,  3.36
173.94,438,  4.19
175.15,396,  4.13
176.20,412,  5.33
177.17,415,  6.13
178.15,419,  6.97
179.23,475,  9.15
180.38,475, 10.03
181.43,469, 10.67
182.75,507, 12.63
184.22,538, 14.55
185.55,494, 14.51
186.78,519, 16.07
188.09,517, 17.04
189.31,475, 16.96
190.12,475, 17.52
190.96,547, 19.85
191.82,585, 21.33
192.80,582, 21.93
194.28,694, 25.78
195.77,668, 26.27
197.22,653, 26.99
198.76,653, 28.17
200.44,719, 31.08
201.93,677, 31.17
203.52,682, 32.52
205.16,777, 36.07
206.69,693, 35.17
208.34,735, 37.45
210.12,809, 40.61
211.96,809, 42.02
213.43,708, 40.65
215.24,797, 44.21
217.88,864, 48.01
220.66,730, 47.08
225.74,790, 53.08
230.22,502, 50.12
237.20,502, 56.62
243.10,-115, 47.28
247.12,-537, 41.14
247.32,-1040, 29.60
245.25,-1305, 21.86
242.81,-1182, 23.21
239.85,-1191, 20.82
236.99,-1151, 19.70
233.70,-1151, 17.19
231.16,-987, 19.32
228.41,-976, 17.51
226.06,-918, 17.19
223.67,-788, 18.52
221.10,-747, 17.48
218.73,-650, 17.95
216.35,-650, 16.03
213.35,-485, 17.48
210.87,-343, 18.79
207.52,-33, 23.21
205.18,324, 29.58
205.06,549, 34.72
206.23,738, 40.12
207.55,817, 42.92
208.59,817, 43.54
209.44,832, 44.33
211.51,1052, 51.20
213.96,1065, 53.35
216.41,1014, 53.97
220.31,1203, 61.76
226.83,988, 62.28
231.57,732, 60.21
240.55,598, 65.28
250.03,183, 64.14
256.03,-785, 46.62
256.78,-1428, 32.37
254.37,-1578, 27.24
250.89,-1727, 21.19
247.67,-1608, 21.88
244.35,-1608, 19.55
241.24,-1455, 21.09
237.09,-1431, 18.46
233.63,-1272, 19.71
230.62,-1100, 21.62
227.09,-1053, 19.94
223.99,-846, 22.48
221.26,-846, 20.30
218.71,-709, 21.58
215.36,-565, 22.18
211.07,-272, 25.40
207.52,19, 29.12
206.45,254, 33.71
207.05,559, 41.47
207.83,654, 44.21
208.05,654, 44.09
208.63,763, 46.93
210.25,1033, 54.57
211.96,1057, 56.26
216.52,1139, 62.06
221.82,1191, 67.81
226.03,659, 58.49
233.24,659, 65.08
242.94,159, 62.05
250.27,-424, 55.01
253.18,-1291, 37.24
252.49,-1585, 30.21
248.99,-1580, 27.79
244.56,-1612, 23.61
240.55,-1422, 25.14
237.34,-1422, 22.80
234.36,-1278, 24.13
231.35,-1242, 22.74
227.82,-1061, 24.33
224.85,-930, 25.15
222.89,-840, 25.89
220.73,-622, 29.46
218.89,-470, 31.64
216.85,-470, 29.91
215.01,-381, 30.49
214.79,-123, 36.63
214.45,-102, 36.84
214.93,-114, 37.04
215.43,-115, 37.52
215.51,-324, 32.62
215.65,-324, 32.89
214.97,-365, 31.38
214.02,-277, 32.74
213.01,-328, 30.66
212.43,-207, 33.15
212.38,-61, 36.67
211.67,-97, 35.13
211.16,-1, 36.96
211.42,-1, 37.18
212.02,57, 39.11
211.98,-87, 35.56
212.33,-26, 37.37
212.49,-7, 37.95
212.79,-118, 35.55
213.34,12, 39.22
213.57,12, 39.40
213.89,-49, 38.21
214.06,-155, 35.82
214.25,-24, 39.19
