-25711,-263, 21.47
-25484,-293, 20.44
-25283,-344, 18.67
-25082,-270, 20.08
-24884,-270, 19.65
-24644,-283, 19.14
-24409,-318, 18.01
-24156,-261, 19.31
-23911,-314, 17.81
-23683,-317, 17.42
-23455,-264, 18.49
-23235,-264, 18.21
-23036,-323, 16.29
-22825,-300, 16.48
-22616,-259, 17.15
-22401,-322, 15.23
-22201,-288, 15.65
-21984,-286, 15.39
-21767,-340, 13.68
-21563,-340, 13.22
-21357,-302, 13.76
-21146,-279, 14.00
-20929,-325, 12.51
-20707,-281, 13.33
-20508,-288, 12.75
-20296,-337, 11.16
-20084,-292, 11.93
-19875,-292, 11.59
-19672,-293, 11.18
-19467,-322, 10.07
-19261,-288, 10.55
-19045,-301,  9.92
-18841,-310,  9.32
-18637,-277,  9.79
-18429,-277,  9.47
-18212,-305,  8.48
-18021,-307,  7.99
-17797,-297,  7.99
-17604,-317,  7.05
-17393,-300,  7.15
-17192,-279,  7.31
-16991,-311,  6.14
-16771,-311,  5.87
-16575,-309,  5.51
-16380,-298,  5.38
-16188,-306,  4.76
-15990,-298,  4.58
-15783,-294,  4.36
-15588,-310,  3.56
-15393,-310,  3.16
-15191,-292,  3.27
-14990,-312,  2.41
-14790,-304,  2.25
-14593,-297,  2.06
-14398,-306,  1.45
-14201,-300,  1.23
-14004,-296,  0.97
-13825,-296,  0.52
-13633,-314, -0.33
-13439,-294, -0.20
-13247,-290, -0.47
-13057,-285, -0.72
-12864,-292, -1.25
-12669,-304, -1.91
-12474,-295, -2.03
-12268,-295, -2.32
-12068,-300, -2.76
-11879,-308, -3.35
-11702,-293, -3.43
-11517,-308, -4.21
-11320,-291, -4.11
-11127,-290, -4.42
-10934,-290, -4.76
-10727,-317, -5.71
-10527,-296, -5.49
-10335,-295, -5.81
-10144,-310, -6.55
-9964,-302, -6.77
-9777,-275, -6.44
-9590,-307, -7.61
-9403,-307, -7.98
-9218,-304, -8.29
-9026,-291, -8.29
-8848,-304, -9.03
-8673,-293, -9.18
-8504,-284, -9.40
-8324,-298,-10.13
-8144,-282,-10.10
-7954,-282,-10.41
-7775,-287,-10.91
-7596,-299,-11.59
-7401,-281,-11.42
-7228,-304,-12.41
-7045,-288,-12.36
-6862,-268,-12.18
-6680,-268,-12.50
-6495,-302,-13.68
-6292,-276,-13.25
-6107,-263,-13.22
-5934,-300,-14.53
-5746,-272,-14.13
-5582,-263,-14.31
-5418,-322,-16.24
